ID_KH,ID_VOUCHER,SOLUONG,DIENTHOAINHANMA
3683,680,2,1-428-995  
3690,143,2,(3) 668-933
3691,1328,2,1-575-065  
3692,1950,2,9-944-664  
3694,465,2,(2) 994-633
3695,1646,2,0-371-140  
3696,1798,2,6-637-639  
3700,1167,2,(5) 677-444
3706,1573,2,5-935-495  
3709,3039,2,(1) 196-575
3710,521,2,(0) 637-678
3713,3958,2,1-236-445  
3715,281,2,(9) 057-173
3718,1564,2,(7) 560-794
3720,3473,2,8-126-619  
3722,280,2,(4) 478-610
3726,672,2,9-013-585  
3727,1073,2,5-120-117  
3728,3968,2,(5) 553-718
3732,2847,2,4-581-454  
3736,1761,2,(4) 694-754
3737,2545,2,(6) 214-617
3742,2957,2,1-614-775  
3745,3323,2,(4) 476-330
3747,1316,2,(9) 012-459
3748,2252,2,(9) 985-776
3749,673,2,(1) 741-439
3752,3472,2,(6) 228-752
3753,2581,2,7-730-000  
3756,2194,2,(7) 461-344
3758,1464,2,1-650-593  
3761,196,2,0-208-906  
3763,444,2,8-378-412  
3764,1818,2,2-045-052  
3766,2297,2,(8) 134-847
3767,473,2,(9) 775-766
3768,739,2,(2) 281-674
3769,1195,2,(0) 287-696
3770,135,2,1-090-905  
3771,808,2,(8) 128-822
3773,2339,2,(6) 997-417
3775,3926,2,1-075-327  
3777,143,2,1-782-483  
3778,2869,2,9-748-166  
3781,3051,2,(9) 388-861
3783,1297,2,7-179-234  
3784,1873,2,1-141-849  
3785,1547,2,(0) 540-128
3789,719,2,(8) 823-641
3790,2589,2,(0) 660-925
3791,2748,2,(7) 564-490
3802,3085,2,0-884-451  
3803,147,2,1-341-848  
3805,1446,2,(9) 406-365
3806,1827,2,0-721-346  
3808,1113,2,5-766-133  
3814,1403,2,9-950-862  
3818,2213,2,(1) 755-835
3819,992,2,2-790-952  
3820,1523,2,(4) 171-696
3821,562,2,4-910-277  
3823,423,2,(0) 273-268
3825,3626,2,(2) 695-513
3827,3125,2,6-686-323  
3828,1089,2,(8) 997-704
3829,3744,2,4-113-363  
3831,108,2,(9) 005-538
3833,1647,2,2-834-178  
3835,1644,2,4-144-440  
3836,1819,2,5-280-508  
3837,1319,2,1-912-013  
3838,1231,2,(4) 435-887
3841,2470,2,(0) 570-383
3843,676,2,1-650-280  
3846,987,2,(4) 153-249
3847,914,2,(5) 328-653
3850,60,2,(6) 385-702
3852,10,2,(9) 835-300
3853,2273,2,6-334-897  
3854,482,2,(0) 111-004
3855,3366,2,8-279-121  
3857,512,2,3-352-799  
3859,400,2,5-768-643  
3865,3673,2,1-228-916  
3867,1942,2,(0) 851-743
3868,2271,2,3-956-417  
3873,2202,2,(5) 667-898
3877,1329,2,5-881-712  
3878,71,2,9-858-583  
3880,210,2,(4) 583-782
3882,903,2,2-635-126  
3883,206,2,(0) 652-006
3886,1810,2,(3) 360-292
3887,2204,2,4-674-914  
3888,1409,2,1-891-015  
3890,104,2,(2) 479-915
3892,3248,2,(8) 214-131
3893,980,2,(3) 528-631
3896,384,2,(2) 012-841
3900,970,2,0-710-788  
3901,963,2,0-625-981  
3905,109,2,1-214-522  
3906,797,2,9-858-426  
3907,713,2,(1) 109-521
3913,1196,2,8-846-219  
3914,641,2,0-627-746  
3915,2442,2,(3) 450-056
3916,537,2,8-678-449  
3917,3423,2,7-870-917  
3919,2048,2,0-763-496  
3920,3037,2,(1) 473-664
3921,890,2,(2) 091-639
3922,1357,2,1-413-180  
3925,730,2,(1) 246-761
3927,3901,2,(0) 723-156
3930,1582,2,(2) 404-385
3933,47,2,(7) 210-913
3934,1222,2,3-277-968  
3935,35,2,(0) 359-448
3936,3867,2,6-682-882  
3937,3644,2,(5) 268-212
3939,2100,2,7-682-477  
3942,2994,2,8-002-871  
3943,139,2,(7) 187-391
3944,524,2,(1) 884-099
3945,918,2,(8) 146-984
3946,2587,2,(8) 556-802
3947,1727,2,(3) 561-551
3948,211,2,2-911-394  
3949,2278,2,9-343-582  
3950,2313,2,(8) 763-659
3951,2822,2,(0) 557-740
3953,3306,2,(4) 033-701
3954,209,2,(3) 179-022
3957,2092,2,0-209-285  
3959,391,2,(3) 815-638
3961,2906,2,(5) 040-456
3962,135,2,7-977-272  
3963,1583,2,(1) 173-578
3964,2678,2,(1) 905-573
3966,3960,2,(8) 273-004
3967,3156,2,2-831-504  
3969,2697,2,8-100-245  
3970,61,2,9-528-446  
3972,727,2,(5) 745-911
3973,587,2,9-330-903  
3974,1682,2,4-083-742  
3980,1905,2,3-384-552  
3981,3935,2,(6) 182-465
3982,3576,2,8-819-722  
3985,2436,2,(5) 466-829
3987,3285,2,4-661-780  
3988,1336,2,7-951-231  
3989,3999,2,(8) 220-862
3990,2372,2,2-469-673  
3991,667,2,(9) 401-121
3996,520,2,9-404-200  
3997,2302,2,(6) 422-030
3999,962,2,8-661-945  
4000,3481,2,5-255-054  
4001,3660,2,(6) 250-481
4003,1572,2,(2) 702-892
4005,3897,2,0-629-326  
4008,3750,2,(8) 004-505
4014,3780,2,8-917-627  
4015,1712,2,(7) 443-195
4016,197,2,(2) 812-354
4027,1068,2,1-972-213  
4031,3311,2,(3) 481-018
4032,2542,2,4-885-505  
4037,1216,2,(0) 577-655
4039,3601,2,0-401-366  
4042,985,2,(1) 077-702
4044,2172,2,1-159-618  
4046,1137,2,3-563-022  
4049,3902,2,5-128-232  
4052,2642,2,8-750-711  
4054,2022,2,(4) 264-435
4055,2622,2,1-482-285  
4056,2134,2,(0) 148-693
4057,1892,2,8-792-926  
4058,1639,2,5-483-612  
4061,2411,2,(3) 915-633
4062,156,2,(3) 137-366
4064,237,2,(9) 516-479
4065,774,2,(5) 569-092
4068,3707,2,(1) 484-906
4069,307,2,(9) 214-000
4072,3477,2,8-564-135  
4076,2054,2,(9) 079-202
4078,870,2,7-230-669  
4081,359,2,(3) 148-042
4083,670,2,6-256-385  
4085,343,2,(5) 542-377
4086,1711,2,9-384-050  
4087,146,2,9-678-028  
4088,1513,2,(7) 502-842
4089,345,2,9-923-363  
4090,1251,2,(9) 757-724
4092,2719,2,4-498-912  
4094,709,2,(9) 301-345
4095,1057,2,(1) 558-326
4097,1580,2,(3) 699-501
4099,2527,2,(6) 602-392
4101,737,2,(4) 596-146
4102,50,2,(7) 035-912
4105,2024,2,(2) 755-529
4107,1228,2,1-471-993  
4111,366,2,9-614-536  
4112,1064,2,5-385-603  
4115,1327,2,2-505-215  
4116,151,2,(2) 753-879
4118,3001,2,(2) 442-356
4120,616,2,0-133-093  
4125,2360,2,(1) 016-141
4129,1436,2,(5) 842-617
4131,2964,2,4-482-682  
4133,3781,2,6-168-774  
4136,2804,2,5-832-246  
4139,2242,2,1-608-453  
4140,1526,2,0-042-272  
4141,3337,2,(8) 596-798
4143,1801,2,4-007-264  
4145,1226,2,0-728-815  
4146,1357,2,(5) 067-763
4148,862,2,5-194-923  
4150,791,2,(7) 308-824
4151,1831,2,(9) 695-285
4153,353,2,(4) 789-921
4159,1791,2,7-286-063  
4163,1380,2,8-456-065  
4166,854,2,(1) 571-893
4169,2496,2,4-453-980  
4172,1173,2,(1) 785-714
4173,935,2,9-765-778  
4174,2218,2,0-685-701  
4175,484,2,(9) 176-202
4176,3508,2,2-814-056  
4178,477,2,2-000-144  
4179,3077,2,3-437-793  
4182,1981,2,(8) 585-946
4184,226,2,(1) 763-674
4185,3916,2,(0) 503-138
4188,208,2,(5) 649-449
4192,2538,2,(2) 817-442
4193,479,2,(6) 697-410
4194,51,2,3-378-163  
4196,389,2,5-486-677  
4199,2452,2,(9) 086-309
4200,2303,2,2-397-736  
4201,1268,2,0-596-201  
4202,1838,2,6-132-906  
4207,480,2,(7) 865-248
4210,796,2,3-204-092  
4212,488,2,0-650-005  
4213,1486,2,(3) 035-884
4214,2928,2,1-329-366  
4215,2350,2,9-633-415  
4218,925,2,2-451-433  
4220,339,2,(1) 909-467
4221,856,2,0-314-695  
4222,2832,2,5-426-875  
4224,2136,2,(5) 576-325
4225,161,2,0-300-847  
4226,498,2,2-781-030  
4227,1737,2,5-830-510  
4229,3232,2,(1) 453-931
4231,1804,2,(4) 354-963
4233,675,2,(1) 502-315
4234,2781,2,(5) 359-383
4235,1478,2,2-908-483  
4236,3878,2,5-961-081  
4240,1711,2,(6) 439-165
4241,2300,2,(1) 605-608
4242,3714,2,8-607-696  
4243,1367,2,(4) 493-176
4246,2717,2,1-965-533  
4247,2705,2,3-367-000  
4254,534,2,(7) 854-685
4256,1255,2,9-437-459  
4261,2780,2,(7) 848-873
4262,2129,2,7-617-082  
4264,1279,2,8-138-704  
4266,576,2,(7) 448-474
4268,1370,2,(4) 498-854
4270,851,2,0-246-609  
4272,3136,2,6-076-664  
4274,1166,2,4-357-148  
4277,1617,2,(6) 261-329
4279,1744,2,(0) 180-153
4282,2446,2,(0) 737-581
4284,1613,2,(3) 202-019
4293,3939,2,(9) 956-433
4294,2641,2,(1) 215-950
4296,3458,2,(7) 392-305
4297,2784,2,0-792-419  
4298,354,2,8-969-286  
4299,3836,2,8-018-328  
4300,1097,2,(8) 816-535
4302,779,2,(3) 984-719
4305,2571,2,8-069-531  
4306,2505,2,7-276-913  
4308,2709,2,5-827-778  
4309,2230,2,3-481-877  
4311,544,2,(9) 049-527
4313,535,2,2-934-766  
4314,1120,2,(2) 606-670
4318,1094,2,0-697-416  
4320,424,2,(6) 538-739
4321,611,2,1-361-749  
4322,3426,2,(5) 847-679
4324,2307,2,8-864-720  
4326,581,2,(5) 646-030
4332,3171,2,4-007-295  
4335,679,2,1-041-281  
4342,2035,2,0-159-455  
4343,3545,2,8-235-734  
4346,1509,2,3-542-500  
4350,1958,2,(3) 417-851
4351,626,2,9-818-581  
4352,74,2,9-966-033  
4353,3611,2,8-357-990  
4354,94,2,1-445-312  
4361,1781,2,2-507-026  
4362,773,2,(0) 068-696
4364,3505,2,2-127-188  
4365,1401,2,5-216-570  
4372,2465,2,7-191-040  
4374,906,2,(2) 401-273
4375,2683,2,(6) 207-604
4384,1418,2,(9) 153-964
4387,1095,2,4-123-717  
4388,1740,2,1-894-703  
4390,865,2,(4) 797-730
4392,3165,2,(6) 727-697
4394,1147,2,0-490-587  
4395,3516,2,(2) 337-770
4397,222,2,(7) 417-788
4399,1254,2,2-528-840  
4405,915,2,5-046-744  
4407,2378,2,(0) 677-662
4408,3367,2,(2) 531-272
4409,1215,2,(9) 456-686
4413,1268,2,(6) 211-923
4418,1157,2,(7) 878-374
4419,685,2,7-838-532  
4421,22,2,(6) 255-290
4422,259,2,7-295-629  
4426,1186,2,2-476-722  
4427,1313,2,(9) 377-870
4430,3622,2,(8) 934-749
4431,3831,2,(6) 119-754
4433,2675,2,(0) 986-755
4434,2434,2,(4) 948-843
4435,3728,2,(6) 824-710
4436,1057,2,(2) 909-859
4438,2636,2,(6) 987-623
4440,656,2,(7) 820-516
4444,3010,2,(6) 699-937
4445,1475,2,(9) 424-465
4449,3434,2,3-006-483  
4452,2262,2,0-262-378  
4454,1110,2,(6) 181-394
4457,180,2,(4) 626-215
4459,1299,2,(3) 405-051
4460,628,2,3-743-138  
4463,243,2,(3) 067-659
4465,1392,2,0-665-305  
4467,3785,2,6-922-567  
4473,1160,2,(3) 848-292
4476,304,2,(6) 605-945
4477,3420,2,(9) 604-745
4478,3624,2,(2) 969-822
4481,1265,2,9-863-083  
4483,2881,2,6-709-359  
4484,1042,2,8-561-094  
4490,2741,2,(2) 725-437
4491,652,2,(3) 114-135
4492,2371,2,0-263-624  
4494,375,2,8-752-278  
4499,3914,2,(6) 148-045
4500,1071,2,1-032-362  
4501,1633,2,(8) 950-921
4502,2177,2,6-163-942  
4503,1271,2,(2) 157-156
4504,3083,2,8-766-449  
4505,2182,2,7-396-531  
4506,2405,2,3-216-894  
4507,398,2,8-547-495  
4508,286,2,(8) 433-420
4510,163,2,0-934-472  
4511,2061,2,8-999-435  
4512,100,2,5-025-656  
4516,1250,2,9-017-500  
4517,3956,2,(7) 146-896
4522,1046,2,(0) 192-064
4523,426,2,(2) 727-938
4525,572,2,(4) 362-917
4526,1407,2,6-204-115  
4527,185,2,4-223-801  
4528,1267,2,4-149-421  
4529,1238,2,6-011-014  
4530,224,2,4-891-200  
4531,1276,2,(3) 276-832
4532,2647,2,1-888-950  
4533,3717,2,(8) 588-998
4534,3625,2,9-177-410  
4536,726,2,3-465-778  
4537,1029,2,(5) 980-858
4538,3529,2,(3) 656-447
4542,837,2,5-559-088  
4543,1632,2,(1) 274-399
4544,950,2,(7) 561-878
4545,1492,2,6-115-836  
4550,3302,2,9-754-822  
4552,2856,2,(8) 609-162
4553,3730,2,(6) 313-756
4558,3716,2,(1) 847-612
4559,847,2,9-100-285  
4561,434,2,(4) 519-043
4562,3985,2,7-728-366  
4565,2799,2,1-633-794  
4572,1662,2,4-059-141  
4574,842,2,(6) 860-971
4578,1275,2,0-913-141  
4579,1217,2,(2) 326-610
4581,655,2,0-450-853  
4582,261,2,6-929-246  
4583,865,2,1-421-821  
4585,1182,2,1-100-872  
4586,3865,2,4-301-568  
4587,3438,2,(0) 925-023
4588,1358,2,4-416-599  
4590,1010,2,(4) 588-322
4591,235,2,3-775-856  
4592,141,2,(9) 953-164
4593,570,2,8-665-406  
4595,2308,2,6-032-940  
4596,3000,2,5-891-833  
4599,1500,2,(1) 213-849
4601,557,2,(1) 908-687
4602,1912,2,(3) 489-378
4603,657,2,5-362-605  
4604,2424,2,(8) 796-240
4606,169,2,4-088-775  
4611,1048,2,(1) 708-974
4614,567,2,4-250-838  
4618,892,2,(6) 391-536
4620,1681,2,(8) 285-376
4621,152,2,(0) 361-303
4624,3348,2,(8) 129-745
4625,896,2,7-732-225  
4626,2071,2,5-739-048  
4628,32,2,(7) 231-439
4629,2692,2,2-960-948  
4630,253,2,(0) 463-869
4632,660,2,8-916-185  
4633,205,2,(5) 592-902
4638,1030,2,(8) 552-304
4640,1435,2,4-942-181  
4642,938,2,5-490-393  
4647,2170,2,(1) 354-449
4648,762,2,6-022-632  
4649,3821,2,9-297-407  
4650,1600,2,6-235-406  
4651,63,2,7-882-346  
4653,3233,2,8-268-527  
4654,3808,2,(6) 092-282
4655,1820,2,6-490-645  
4656,602,2,(8) 511-932
4657,2025,2,(8) 482-171
4658,810,2,8-730-215  
4660,954,2,(4) 630-261
4661,31,2,(3) 948-326
4662,778,2,(5) 225-496
4664,3325,2,3-620-234  
4665,3667,2,(5) 166-741
4668,1663,2,(5) 459-542
4671,2795,2,(0) 374-892
4672,2045,2,(8) 101-078
4675,3492,2,1-095-751  
4677,582,2,6-241-373  
4680,785,2,6-802-626  
4681,3955,2,(3) 112-343
4685,668,2,6-082-405  
4689,576,2,6-241-079  
4691,3164,2,4-290-348  
4692,3134,2,(7) 094-363
4693,721,2,1-731-585  
4694,846,2,4-739-154  
4695,705,2,(8) 906-373
4696,1100,2,(1) 468-697
4697,1213,2,(8) 462-692
4700,167,2,4-689-651  
4702,624,2,6-469-411  
4713,241,2,(3) 606-010
4717,2968,2,(7) 132-546
4718,1599,2,0-457-106  
4719,748,2,(5) 505-506
4724,3334,2,(2) 853-689
4725,195,2,9-724-257  
4727,825,2,7-421-407  
4730,317,2,1-052-768  
4732,1857,2,(8) 384-412
4735,3021,2,(3) 461-688
4740,3620,2,(1) 247-743
4745,2462,2,2-656-883  
4748,3292,2,7-930-839  
4749,3547,2,(3) 798-677
4750,3005,2,4-548-011  
4751,3384,2,(7) 618-505
4753,2556,2,8-362-539  
4755,2235,2,5-416-702  
4756,2377,2,(8) 114-069
4757,2982,2,(3) 809-171
4758,216,2,(6) 618-564
4759,2277,2,2-514-120  
4761,3722,2,4-219-009  
4763,1525,2,(5) 679-270
4765,607,2,(7) 677-993
4767,650,2,(4) 563-421
4768,3133,2,(5) 171-158
4769,291,2,7-489-408  
4770,2324,2,5-349-564  
4771,554,2,5-322-027  
4773,2212,2,(3) 050-943
4775,160,2,(6) 920-365
4776,2055,2,5-448-038  
4778,3565,2,(7) 342-199
4779,3932,2,(5) 437-305
4780,73,2,0-992-110  
4781,102,2,(5) 027-358
4784,2396,2,(3) 223-212
4789,2949,2,0-968-424  
4790,240,2,0-995-091  
4792,3346,2,8-526-964  
4793,1747,2,(5) 603-022
4794,476,2,2-523-199  
4796,2373,2,8-509-275  
4797,1049,2,1-224-048  
4801,2095,2,7-562-145  
4803,2267,2,0-028-781  
4804,814,2,(8) 488-103
4805,1006,2,(1) 272-668
4806,355,2,5-030-404  
4815,3444,2,2-594-127  
4818,3064,2,(6) 821-526
4819,2901,2,(8) 726-556
4820,3154,2,(8) 011-843
4821,425,2,(3) 072-435
4822,33,2,8-963-371  
4823,765,2,9-562-375  
4824,3964,2,6-947-267  
4825,27,2,(7) 781-178
4826,1499,2,(4) 381-408
4827,1185,2,7-690-141  
4828,2441,2,(5) 688-122
4829,1092,2,5-901-868  
4831,2522,2,(1) 267-767
4832,1762,2,3-033-937  
4834,1505,2,7-765-091  
4835,2009,2,8-162-299  
4836,1733,2,8-590-124  
4837,2762,2,0-466-306  
4838,3986,2,(4) 493-448
4839,3443,2,(2) 488-151
4842,884,2,6-770-132  
4843,2813,2,4-611-227  
4849,2844,2,4-747-234  
4850,1115,2,3-374-624  
4851,1002,2,0-464-767  
4857,1007,2,(6) 966-421
4859,2169,2,(2) 148-625
4863,547,2,2-217-327  
4864,964,2,8-706-548  
4865,547,2,(3) 589-625
4866,655,2,(1) 100-981
4867,3543,2,(4) 509-029
4869,53,2,(9) 686-037
4870,3710,2,8-065-768  
4871,261,2,1-025-629  
4872,333,2,(7) 972-803
4873,42,2,(5) 783-007
4874,152,2,(1) 609-036
4878,357,2,(8) 135-995
4879,1082,2,4-394-476  
4880,913,2,3-178-810  
4881,3144,2,(5) 011-678
4884,1530,2,7-867-665  
4885,2761,2,(1) 915-321
4887,2357,2,(7) 717-514
4889,3182,2,(2) 699-307
4892,3431,2,3-617-998  
4893,2790,2,(7) 059-132
4899,93,2,(0) 888-099
4900,188,2,(4) 755-200
4901,145,2,(3) 477-554
4903,506,2,(9) 419-602
4904,3561,2,9-086-891  
4906,3310,2,9-451-673  
4908,3157,2,6-499-231  
4909,1522,2,(5) 926-424
4911,1806,2,(8) 077-671
4912,179,2,(4) 749-892
4913,3092,2,9-684-958  
4914,1426,2,(7) 456-162
4915,1218,2,(6) 021-452
4917,3550,2,(9) 508-833
4918,998,2,(4) 264-110
4920,3368,2,9-655-740  
4921,450,2,(7) 612-663
4922,690,2,(7) 500-258
4925,3748,2,(1) 806-890
4927,3989,2,(4) 706-693
4929,2763,2,6-714-955  
4930,3941,2,(2) 928-312
4932,1263,2,4-111-276  
4933,3118,2,(1) 845-561
4934,937,2,3-370-336  
4935,709,2,(7) 420-086
4936,2265,2,3-422-587  
4937,665,2,6-547-571  
4938,1091,2,4-106-049  
4944,387,2,7-537-206  
4945,3873,2,5-873-170  
4946,251,2,4-849-570  
4947,507,2,8-527-321  
4948,3891,2,2-306-639  
4949,1678,2,0-711-640  
4950,451,2,5-144-598  
4951,2559,2,5-601-924  
4955,2349,2,(6) 590-003
4956,299,2,0-184-237  
4959,897,2,(1) 469-402
4964,859,2,1-606-122  
4965,2749,2,6-140-404  
4966,219,2,(6) 221-671
4967,800,2,(7) 229-056
4969,1450,2,4-854-507  
4972,2885,2,(3) 933-142
4973,2191,2,(8) 333-755
4977,792,2,0-088-825  
4978,1340,2,(1) 128-685
4980,260,2,3-342-714  
4981,954,2,(1) 013-268
4984,249,2,6-996-188  
4989,1967,2,8-812-823  
4990,1174,2,(6) 801-691
4992,3495,2,4-462-056  
4993,9,2,2-085-276  
4995,3815,2,(4) 773-121
4996,3503,2,(0) 725-297
5000,2289,2,(9) 803-191
5002,996,2,(5) 802-386
5006,838,2,(7) 770-669
5007,472,2,6-097-368  
5009,111,2,(0) 232-779
5010,111,2,(5) 262-008
5011,1559,2,(0) 051-492
5012,3287,2,(2) 430-314
5013,2220,2,(5) 590-764
5015,1040,2,(6) 179-808
5017,382,2,0-463-045  
5018,2333,2,(6) 269-557
5022,372,2,(1) 719-948
5027,2015,2,(2) 713-852
5028,593,2,(6) 442-050
5029,2012,2,9-688-048  
5030,262,2,7-896-576  
5031,1157,2,5-008-158  
5032,1427,2,3-437-991  
5033,237,2,9-810-745  
5035,1241,2,(0) 307-153
5036,217,2,7-278-167  
5038,2561,2,(6) 985-889
5041,902,2,(9) 696-655
5042,159,2,(6) 193-202
5045,1836,2,(6) 109-036
5047,608,2,4-886-878  
5052,3895,2,6-612-888  
5053,230,2,(6) 346-679
5054,2530,2,(9) 984-000
5055,457,2,(1) 552-525
5057,1855,2,4-073-200  
5058,1446,2,2-024-016  
5059,266,2,(0) 888-358
5060,704,2,(0) 894-299
5062,810,2,3-353-780  
5064,965,2,(4) 834-892
5066,1330,2,(3) 983-299
5068,3534,2,7-588-401  
5071,1165,2,(7) 307-838
5072,1670,2,(0) 830-962
5073,3671,2,(3) 624-655
5074,1846,2,(1) 266-779
5075,466,2,(5) 480-095
5079,2238,2,2-479-923  
5080,1090,2,6-304-835  
5083,2332,2,4-848-387  
5085,3839,2,9-785-565  
5086,452,2,9-967-221  
5087,1296,2,9-730-776  
5089,866,2,(5) 095-871
5090,3859,2,5-892-997  
5091,119,2,(3) 574-906
5092,2028,2,(3) 179-704
5093,522,2,7-781-041  
5095,1611,2,(1) 015-251
5104,16,2,5-283-729  
5105,360,2,6-161-302  
5106,573,2,(9) 220-743
5108,645,2,(6) 747-881
5109,324,2,(6) 083-261
5110,59,2,6-856-797  
5111,1512,2,4-273-796  
5112,545,2,5-481-244  
5113,11,2,0-147-487  
5116,1755,2,3-885-237  
5117,2499,2,(3) 867-319
5119,515,2,7-955-052  
5120,1956,2,(5) 029-702
5121,267,2,0-920-586  
5123,2691,2,2-063-960  
5127,1563,2,6-576-835  
5128,3033,2,8-530-857  
5129,750,2,(4) 498-789
5133,84,2,(2) 218-460
5134,3546,2,9-923-435  
5135,2147,2,(7) 284-096
5136,656,2,(3) 030-975
5138,235,2,3-773-823  
5140,3551,2,8-874-952  
5142,2965,2,7-248-643  
5148,1308,2,(0) 638-136
5150,2584,2,(8) 644-890
5151,952,2,(7) 505-092
5152,3566,2,(1) 934-868
5154,3848,2,8-403-902  
5155,1414,2,1-620-165  
5163,1425,2,(3) 414-048
5165,3712,2,(3) 647-262
5167,3666,2,(5) 839-994
5169,3184,2,0-534-738  
5171,2902,2,9-359-326  
5172,957,2,9-935-647  
5174,1386,2,(8) 011-043
5177,19,2,1-879-082  
5178,443,2,(5) 374-597
5179,3998,2,(3) 017-277
5181,938,2,(5) 401-663
5187,597,2,(4) 823-527
5188,1448,2,(3) 542-370
5189,1478,2,(5) 085-238
5190,1235,2,8-105-663  
5191,2915,2,1-631-876  
5194,3884,2,7-441-881  
5197,1294,2,5-803-070  
5199,2806,2,4-460-968  
5202,215,2,(3) 436-925
5205,753,2,(7) 331-043
5207,3807,2,6-929-464  
5208,1542,2,5-591-341  
5209,3975,2,(2) 847-448
5216,183,2,7-674-949  
5217,643,2,6-845-990  
5218,916,2,8-637-739  
5219,2583,2,1-077-473  
5220,2823,2,1-244-326  
5226,1963,2,1-577-667  
5228,1183,2,(7) 902-436
5229,1002,2,8-943-387  
5230,300,2,(1) 990-771
5237,2539,2,1-618-601  
5238,840,2,(7) 756-205
5239,3401,2,8-297-391  
5241,2482,2,8-746-192  
5243,1526,2,(7) 587-786
5244,169,2,1-752-525  
5246,1728,2,(4) 134-934
5247,1378,2,(6) 120-233
5248,3397,2,9-023-106  
5252,85,2,(3) 346-897
5257,3694,2,(3) 047-652
5259,3737,2,(0) 087-582
5260,3293,2,(1) 250-518
5263,1275,2,1-924-530  
5266,789,2,4-630-114  
5268,473,2,9-350-061  
5270,2036,2,7-283-066  
5273,1256,2,(2) 210-752
5275,3163,2,(4) 057-382
5276,888,2,(1) 614-997
5277,456,2,0-329-770  
5279,3379,2,(3) 304-235
5280,1479,2,4-813-015  
5282,3934,2,(2) 613-558
5286,849,2,(9) 052-106
5287,1608,2,9-737-274  
5290,708,2,2-933-706  
5293,126,2,(8) 363-175
5300,2936,2,5-419-155  
5306,2922,2,(8) 453-699
5308,2131,2,(9) 237-703
5310,1868,2,7-430-180  
5312,2126,2,7-885-783  
5313,3341,2,(1) 483-641
5316,2352,2,6-209-523  
5317,2381,2,9-530-623  
5319,107,2,9-603-307  
5321,243,2,1-971-174  
5323,2694,2,3-998-732  
5324,3628,2,1-477-531  
5325,3573,2,3-783-451  
5326,1615,2,9-017-445  
5328,928,2,1-591-984  
5329,3304,2,(9) 805-214
5331,2612,2,8-373-062  
5332,1092,2,(5) 060-028
5334,1506,2,(0) 629-821
5335,52,2,(7) 656-513
5336,3814,2,7-806-513  
5343,3229,2,6-438-248  
5345,694,2,3-567-173  
5346,549,2,(1) 667-063
5348,1826,2,(4) 580-120
5350,58,2,(5) 279-366
5352,1028,2,2-409-742  
5353,3336,2,9-908-914  
5357,1840,2,(6) 888-890
5358,113,2,1-126-669  
5359,2010,2,(3) 089-260
5360,736,2,9-874-814  
5362,2173,2,(0) 608-733
5369,3152,2,(6) 816-022
5371,2497,2,(7) 371-768
5373,3930,2,7-469-605  
5374,94,2,8-433-015  
5377,1151,2,(9) 429-764
5380,710,2,6-156-965  
5381,53,2,(1) 361-982
5384,3223,2,(1) 820-271
5387,1989,2,5-644-766  
5388,2389,2,3-783-572  
5391,657,2,5-611-795  
5397,1581,2,2-171-368  
5398,3830,2,(5) 531-949
5401,98,2,(0) 616-416
5402,1709,2,(6) 614-893
5403,3695,2,9-882-553  
5404,2141,2,(8) 047-852
5406,3429,2,(0) 916-414
5407,1014,2,9-188-837  
5409,251,2,9-648-604  
5411,1246,2,5-858-053  
5412,3307,2,(1) 250-420
5415,1754,2,3-479-441  
5417,3028,2,(1) 812-727
5418,3432,2,2-717-644  
5419,3726,2,(0) 329-593
5420,67,2,4-917-374  
5421,1567,2,1-858-326  
5425,919,2,(1) 393-653
5426,362,2,(2) 732-730
5427,3805,2,8-764-050  
5428,1055,2,(4) 717-610
5429,1636,2,3-374-048  
5430,3569,2,(0) 338-666
5432,3098,2,5-779-300  
5433,399,2,(5) 474-040
5434,3729,2,(6) 410-815
5435,118,2,2-781-012  
5436,3170,2,(2) 580-794
5440,1353,2,4-775-095  
5441,1144,2,(0) 282-671
5442,3466,2,(7) 247-201
5443,2897,2,1-562-033  
5445,3271,2,(0) 659-773
5446,1042,2,2-365-833  
5447,3558,2,(9) 165-985
5450,1937,2,7-840-978  
5458,2740,2,(6) 975-238
5459,667,2,8-657-048  
5460,1606,2,4-399-168  
5463,3008,2,5-929-004  
5466,2137,2,(6) 671-866
5468,1404,2,9-686-701  
5470,3899,2,8-731-944  
5475,3222,2,1-599-334  
5476,907,2,5-625-020  
5480,424,2,(0) 424-329
5481,187,2,(0) 341-745
5482,856,2,(8) 571-132
5483,1343,2,(6) 302-976
5484,1142,2,(7) 900-250
5490,989,2,(2) 775-692
5491,1144,2,8-528-893  
5492,3448,2,8-290-410  
5493,489,2,(8) 285-969
5497,3627,2,(8) 782-834
5502,834,2,(7) 416-680
5503,960,2,6-688-554  
5504,2908,2,8-226-590  
5505,321,2,(2) 546-638
5510,3291,2,5-783-511  
5514,440,2,(5) 227-873
5515,1156,2,6-588-113  
5516,1128,2,1-303-092  
5519,1477,2,(1) 792-328
5521,1730,2,9-233-272  
5522,402,2,(1) 436-853
5523,483,2,8-897-743  
5524,1205,2,8-141-219  
5527,2162,2,(3) 613-082
5528,2962,2,(8) 999-756
5532,2792,2,(8) 611-431
5533,175,2,5-226-112  
5534,901,2,5-697-676  
5535,1802,2,3-342-886  
5537,1741,2,(0) 343-709
5542,1093,2,(7) 952-281
5545,551,2,(1) 442-972
5546,3265,2,(8) 730-448
