ID_PO,MAPO,TRANGTHAI,NGAYPO,MINCODEPGH,LIENHE,NGAYGUIHANGDK,LOAIHINHNHAPKHO,GHICHU,DIACHIGIAOHANG,TONGTIEN,MA_MHVH,MAKHO,ID_NBH
4075,74850205,1,2/12/2020 10:30,1.92E+12,Wilkerson,2/12/2020 14:30,Nhập kho trực tiếp,CDQ5WB9RRMFD3PMM5SZDSV1KGWUY6YP47L2C2J2GA136NK9,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",7857000,MHVH002   ,KHO003    ,7427
4076,65869091,1,2/12/2020 10:45,6.58E+12,Grimes,2/12/2020 14:45,Nhập kho trực tiếp,OF80O0AHB5O0HALSXA6H,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",5060000,MHVH004   ,KHO007    ,283
4077,54074510,1,2/12/2020 11:00,7.70E+12,Kelley,2/12/2020 15:00,Nhập kho trực tiếp,9KLQI3RSUXWM9AQPOG6,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",11220000,MHVH003   ,KHO004    ,465
4078,77659710,0,2/12/2020 11:15,2.47E+12,Hatfield,2/12/2020 15:15,Nhập kho trực tiếp,L0WU2ZZFA9CERYFVMA5XIPG7SD80U39UZ6,"68 Nguyễn Huệ, P. Bến Nghé, Quận",11745000,MHVH005   ,KHO009    ,9589
4079,95016531,1,2/12/2020 11:30,2.50E+12,Simmons,2/12/2020 15:30,Nhập kho trực tiếp,8NRNJ3BHLKHVAUV2DA9SWKP1ORZL7ZHELY67VNLT77VMAIX5Z,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",400000,MHVH005   ,KHO009    ,46
4080,29452894,0,2/12/2020 11:45,7.28E+11,Johns,2/12/2020 15:45,Nhập kho trực tiếp,VKQD4OYPYS4Q9L23ACOO7QOGLOO2R6TUM73XO7TI85OSPHX9J7,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",9350000,MHVH001   ,KHO001    ,4949
4081,38124020,1,2/12/2020 12:00,8.86E+12,Valencia,2/12/2020 16:00,Nhập kho trực tiếp,LHAT5V9SFZWYRZ932I5E2I6F12WQ3QEIJY8DBEY,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2872000,MHVH002   ,KHO003    ,6405
4082,94592927,0,2/12/2020 12:15,6.45E+12,Powers,2/12/2020 16:15,Nhập kho trực tiếp,EEDIC7WTFDVRET52AVR3ZJPOLEETQWSOJ2ZO4O3U52BPVN3,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",9450000,MHVH003   ,KHO004    ,1935
4083,34683450,0,2/12/2020 12:30,4.59E+12,Lawson,2/12/2020 16:30,Nhập kho trực tiếp,T52GMV3VPPXYS,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1080000,MHVH002   ,KHO002    ,7849
4084,22103079,0,2/12/2020 12:45,9.26E+12,Villarreal,2/12/2020 16:45,Nhập kho trực tiếp,2IL67CTGXMSXXW7ZTXAOZKUC1OZ3ZFR521ZS4PFRXC8FOP,"68 Nguyễn Huệ, P. Bến Nghé, Quận",23994000,MHVH005   ,KHO009    ,9980
4085,80962542,0,2/12/2020 13:00,5.06E+12,Kline,2/12/2020 17:00,Nhập kho trực tiếp,6NQW,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1720000,MHVH001   ,KHO002    ,6567
4086,5625735,1,2/12/2020 13:15,2.71E+12,Bartlett,2/12/2020 17:15,Nhập kho trực tiếp,,"68 Nguyễn Huệ, P. Bến Nghé, Quận",12614000,MHVH004   ,KHO007    ,3966
4087,82231539,0,2/12/2020 13:30,1.33E+12,Vazquez,2/12/2020 17:30,Nhập kho trực tiếp,34HO94JCPHIVMUWXF,"156 pAn Lạc A, QBình Tân, TpHCM",22608000,MHVH001   ,KHO001    ,3723
4088,96677176,1,2/12/2020 13:45,1.07E+12,Farmer,2/12/2020 17:45,Nhập kho trực tiếp,3HJRMCE,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3196000,MHVH001   ,KHO002    ,9622
4089,31661466,1,2/12/2020 14:00,4.16E+12,Arellano,2/12/2020 18:00,Nhập kho trực tiếp,CRSG9JRHYXH3UKWE7,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",24180000,MHVH002   ,KHO003    ,1154
4090,52799398,0,2/12/2020 14:15,7.32E+12,English,2/12/2020 18:15,Nhập kho trực tiếp,QJ1U19,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3822000,MHVH004   ,KHO007    ,6344
4091,86017097,0,2/12/2020 14:30,8.31E+12,Woodward,2/12/2020 18:30,Nhập kho trực tiếp,VSH4CH5ALSRK98Y45WYFBZJL4JQMUMHQJ7DR9D,120 Phan Xích Long P3 Quận Bình Thạnh,13795000,MHVH003   ,KHO006    ,2907
4092,89145322,0,2/12/2020 14:45,5.41E+12,Blevins,2/12/2020 18:45,Nhập kho trực tiếp,GCT9S4UXNRFVY2TXV8WZ,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",16387000,MHVH001   ,KHO001    ,695
4093,90498146,1,2/12/2020 15:00,2.31E+12,Patrick,2/12/2020 19:00,Nhập kho trực tiếp,QIFYA102U7,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",8272000,MHVH005   ,KHO009    ,5868
4094,23099766,0,2/12/2020 15:15,6.74E+12,Mendoza,2/12/2020 19:15,Nhập kho trực tiếp,RBH3HQR,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5476000,MHVH002   ,KHO004    ,4456
4095,83885806,1,2/12/2020 15:30,8.98E+12,Leon,2/12/2020 19:30,Nhập kho trực tiếp,AL3UFQJNQAIIDDSPTEAH3TVTKL4,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3888000,MHVH005   ,KHO009    ,7347
4096,26087292,0,2/12/2020 15:45,9.24E+12,Stein,2/12/2020 19:45,Nhập kho trực tiếp,KPF5HFP7NN08RDARBP,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1872000,MHVH003   ,KHO005    ,9033
4097,76855405,0,2/12/2020 16:00,6.90E+12,Hart,2/12/2020 20:00,Nhập kho trực tiếp,EISA3FADGQAAUMW21VD0YOL25E2,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2107000,MHVH002   ,KHO003    ,5399
4098,82039666,1,2/12/2020 16:15,5.66E+11,Parrish,2/12/2020 20:15,Nhập kho trực tiếp,PJ3HU4P4SFBP72,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4776000,MHVH001   ,KHO001    ,1753
4099,51461986,1,2/12/2020 16:30,8.71E+12,Brennan,2/12/2020 20:30,Nhập kho trực tiếp,HCD5LUA9WYOIQWP4PDJNXMSGPWRALJNTWF4PS8,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3540000,MHVH004   ,KHO006    ,1794
4100,75189275,1,2/12/2020 16:45,2.14E+12,Bryant,2/12/2020 20:45,Nhập kho trực tiếp,VEA7I6LZ72BLCNEBUKWGO20NCAU,120 Phan Xích Long P3 Quận Bình Thạnh,843000,MHVH004   ,KHO007    ,1557
4101,27724276,1,2/12/2020 17:00,1.87E+12,Golden,2/12/2020 21:00,Nhập kho trực tiếp,ASZBHWO9MF994WJ7AYB,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",24075000,MHVH004   ,KHO007    ,4998
4102,30779316,0,2/12/2020 17:15,6.06E+12,Collier,2/12/2020 21:15,Nhập kho trực tiếp,H395VSRSEMU7BZPF3Z4FY5OFANCSJTCEZO47IUFP4W,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",10628000,MHVH001   ,KHO002    ,4728
4103,95441719,0,2/12/2020 17:30,4.87E+12,Cordova,2/12/2020 21:30,Nhập kho trực tiếp,0K2Y474,120 Phan Xích Long P3 Quận Bình Thạnh,5562000,MHVH002   ,KHO004    ,5227
4104,38638479,1,2/12/2020 17:45,4.82E+12,Ayala,2/12/2020 21:45,Nhập kho trực tiếp,BTV7CETV8FZ9K9F8MUHW9JEB2AOV7P7KEP1L3HSSPY79,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,14856000,MHVH001   ,KHO002    ,314
4105,22122233,0,2/12/2020 18:00,1.31E+12,Brady,2/12/2020 22:00,Nhập kho trực tiếp,M9Q5TBAP7VREK42QYNJ8FUV8U442P7AB56G0YPEDXU7T,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",486000,MHVH003   ,KHO004    ,775
4106,98290075,0,2/12/2020 18:15,2.27E+12,Hall,2/12/2020 22:15,Nhập kho trực tiếp,6IDP1QAO0PREHBO67Z0KF9EN1R995BKN2YNMR,120 Phan Xích Long P3 Quận Bình Thạnh,2082000,MHVH003   ,KHO005    ,8237
4107,47866458,0,2/12/2020 18:30,1.53E+12,Mayo,2/12/2020 22:30,Nhập kho trực tiếp,NG0N4HOMHDP6PU69TW4PNAH0IP44CIO2,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1552000,MHVH002   ,KHO004    ,9017
4108,72239505,0,2/12/2020 18:45,1.53E+12,Moyer,2/12/2020 22:45,Nhập kho trực tiếp,UCKKS4XZFAVKZLQGS4QH1ODYZ5FC,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",5166000,MHVH004   ,KHO006    ,1160
4109,89759342,1,2/12/2020 19:00,4.81E+12,Lowery,2/12/2020 23:00,Nhập kho trực tiếp,AYPMQVIMO1S7Q8ZMGJ3ENJ,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2385000,MHVH005   ,KHO009    ,2251
4110,78325538,0,2/12/2020 19:15,7.45E+12,Bryan,2/12/2020 23:15,Nhập kho trực tiếp,XLE5YLLMPKF5C6X8Q7U42YABGDCILB,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",10180000,MHVH005   ,KHO009    ,322
4111,51967194,0,2/12/2020 19:30,1.68E+12,Huynh,2/12/2020 23:30,Nhập kho trực tiếp,WQ,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,14424000,MHVH003   ,KHO005    ,6004
4112,99870584,1,2/12/2020 19:45,6.49E+12,Kidd,2/12/2020 23:45,Nhập kho trực tiếp,S1CPK13F2MA3NFIBD6TFBY,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",22608000,MHVH004   ,KHO007    ,9029
4113,5496931,0,2/12/2020 20:00,2.15E+12,Harding,2/13/2020 0:00,Nhập kho trực tiếp,3PL920ELJESDWV0NS0NWN0DQWZAXR2B8TQ8,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",23769000,MHVH003   ,KHO005    ,2620
4114,13602652,1,2/12/2020 20:15,8.10E+12,Holder,2/13/2020 0:15,Nhập kho trực tiếp,ZR0EN1QOV1MFCJ0EN2N2BUC2QGTH2JK6N0O0Z98M9OVUDVK81X,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",860000,MHVH001   ,KHO002    ,4370
4115,78417589,1,2/12/2020 20:30,4.55E+12,Boyle,2/13/2020 0:30,Nhập kho trực tiếp,R26O4FYN679MBHGSCUZE,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",8901000,MHVH005   ,KHO009    ,6435
4116,41477471,0,2/12/2020 20:45,2.54E+12,Calderon,2/13/2020 0:45,Nhập kho trực tiếp,T1SNZIPVWLF5YS3GBKL1L2F02JCX28D,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2328000,MHVH002   ,KHO003    ,6459
4117,27480239,0,2/12/2020 21:00,9.07E+12,Lutz,2/13/2020 1:00,Nhập kho trực tiếp,I7Y1D04X8SALUHDOCB0AEDRRMSLG5RSN7DMQU23BFOSTRT5L,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",18288000,MHVH001   ,KHO002    ,6993
4118,78555113,0,2/12/2020 21:15,3.35E+12,Sutton,2/13/2020 1:15,Nhập kho trực tiếp,OKR72N5F7ELFORGZMEHUMUA8PUPKYZTMZ9H70F4PG,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",6155000,MHVH003   ,KHO006    ,3530
4119,8584965,1,2/12/2020 21:30,7.04E+12,Conway,2/13/2020 1:30,Nhập kho trực tiếp,NNHVRWBT4EOQKU9JI8YLH7LYGEA9Z69RDB6,120 Phan Xích Long P3 Quận Bình Thạnh,21552000,MHVH004   ,KHO007    ,348
4120,96768495,1,2/12/2020 21:45,8.91E+11,Sandoval,2/13/2020 1:45,Nhập kho trực tiếp,QU3S84UEY9PNXHXWR,120 Phan Xích Long P3 Quận Bình Thạnh,1548000,MHVH005   ,KHO008    ,7208
4121,63532809,0,2/12/2020 22:00,6.15E+11,Riley,2/13/2020 2:00,Nhập kho trực tiếp,SF1JFC,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",2244000,MHVH001   ,KHO001    ,5551
4122,57641833,1,2/12/2020 22:15,5.53E+12,Ramsey,2/13/2020 2:15,Nhập kho trực tiếp,2UX5XD8NLSO45CDC706,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",5484000,MHVH002   ,KHO003    ,8545
4123,79859234,1,2/12/2020 22:30,3.84E+12,Proctor,2/13/2020 2:30,Nhập kho trực tiếp,NBH9CZIIQM6FQ7,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",8572000,MHVH005   ,KHO009    ,1314
4124,82221784,0,2/12/2020 22:45,6.47E+12,Duarte,2/13/2020 2:45,Nhập kho trực tiếp,AW80VHZCO9RMIF2UJ8NYRCOSXUPWZM8EY63FYZB8NZ,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",7272000,MHVH001   ,KHO002    ,5315
4125,41974292,1,2/12/2020 23:00,1.43E+12,Wells,2/13/2020 3:00,Nhập kho trực tiếp,0LDZ3OSN7,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",7756000,MHVH001   ,KHO001    ,8323
4126,36666986,0,2/12/2020 23:15,4.55E+12,Reese,2/13/2020 3:15,Nhập kho trực tiếp,8EX8G31R3C20DOBCMVJXEARJN7KVL87Y1BPR67IW9GKNQZ,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1124000,MHVH004   ,KHO008    ,1046
4127,38349715,1,2/12/2020 23:30,5.40E+12,Lara,2/13/2020 3:30,Nhập kho trực tiếp,ONR1W39OYNDK8I55V43Y2ZJ6FCNNYP4TO0V7U7BV,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1228000,MHVH005   ,KHO008    ,4129
4128,64721734,1,2/12/2020 23:45,5.85E+12,Garcia,2/13/2020 3:45,Nhập kho trực tiếp,NQ4SMAD4API,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1064000,MHVH005   ,KHO009    ,5902
4129,99655026,1,2/13/2020 0:00,8.54E+11,Montoya,2/13/2020 4:00,Nhập kho trực tiếp,15P3LLJFMP8IJW8MYB,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",10565000,MHVH003   ,KHO005    ,2568
4130,47109361,1,2/13/2020 0:15,8.82E+12,Duke,2/13/2020 4:15,Nhập kho trực tiếp,T86F8FDT29IN0M6MV,"156 pAn Lạc A, QBình Tân, TpHCM",101000,MHVH005   ,KHO009    ,4508
4131,40283782,1,2/13/2020 0:30,6.56E+12,Gill,2/13/2020 4:30,Nhập kho trực tiếp,39MRF4XIL8P2R6Z1OEUPHO7RH6427WD9CGU112T1HP,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",22220000,MHVH001   ,KHO002    ,4617
4132,49423292,1,2/13/2020 0:45,8.17E+12,Gallegos,2/13/2020 4:45,Nhập kho trực tiếp,430ICOYXS,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",3220000,MHVH003   ,KHO005    ,3982
4133,19921707,1,2/13/2020 1:00,4.19E+12,Gregory,2/13/2020 5:00,Nhập kho trực tiếp,5PF1U980VAP,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1580000,MHVH004   ,KHO007    ,7836
4134,54556647,0,2/13/2020 1:15,6.35E+11,Cooley,2/13/2020 5:15,Nhập kho trực tiếp,FPABX,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",910000,MHVH005   ,KHO009    ,1226
4135,83197952,1,2/13/2020 1:30,1.65E+12,Garcia,2/13/2020 5:30,Nhập kho trực tiếp,,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",946000,MHVH001   ,KHO002    ,6576
4136,29221622,1,2/13/2020 1:45,6.25E+12,Rogers,2/13/2020 5:45,Nhập kho trực tiếp,KT7RV3NHNRE8ZKH7RF0,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",192000,MHVH004   ,KHO007    ,7328
4137,63018558,0,2/13/2020 2:00,8.88E+12,Garner,2/13/2020 6:00,Nhập kho trực tiếp,SK0MF48OA80QYA7ZXXKY6SL9H1PBXHJWXST0SKCQ,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",8523000,MHVH002   ,KHO003    ,3128
4138,91672002,1,2/13/2020 2:15,9.30E+12,Galvan,2/13/2020 6:15,Nhập kho trực tiếp,Z6FQN9,120 Phan Xích Long P3 Quận Bình Thạnh,2520000,MHVH005   ,KHO009    ,7778
4139,52664545,0,2/13/2020 2:30,6.82E+12,Carroll,2/13/2020 6:30,Nhập kho trực tiếp,CIATV100YR5DEXQ,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",15606000,MHVH001   ,KHO001    ,2750
4140,6845106,1,2/13/2020 2:45,3.18E+12,Macias,2/13/2020 6:45,Nhập kho trực tiếp,P4S6G76CL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1032000,MHVH005   ,KHO008    ,9915
4141,79174351,0,2/13/2020 3:00,5.71E+12,Glass,2/13/2020 7:00,Nhập kho trực tiếp,36L6ITR0Y,"156 pAn Lạc A, QBình Tân, TpHCM",11718000,NULL,NULL,NULL
4142,18741163,0,2/13/2020 3:15,6.85E+12,De Leon,2/13/2020 7:15,Nhập kho trực tiếp,7P1VST11FYBX9DQLV375CX81YTES8C,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",9372000,MHVH004   ,KHO006    ,2835
4143,90027452,1,2/13/2020 3:30,2.33E+12,Beasley,2/13/2020 7:30,Nhập kho trực tiếp,DYBLZ3WDN65XMH5X8GWY,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",10917000,MHVH002   ,KHO003    ,6758
4144,25636149,1,2/13/2020 3:45,3.60E+12,Espinoza,2/13/2020 7:45,Nhập kho trực tiếp,ST29GZXYE8S2DYZX,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1352000,MHVH005   ,KHO009    ,3089
4145,35051909,0,2/13/2020 4:00,2.20E+12,Arellano,2/13/2020 8:00,Nhập kho trực tiếp,QIYPKY60MKTV,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",6288000,MHVH002   ,KHO004    ,3445
4146,70011606,1,2/13/2020 4:15,6.64E+12,Hayden,2/13/2020 8:15,Nhập kho trực tiếp,CBEXL59CJ4ZF8XDU9J60HPEZY8UW9UF328WHOGDUOF,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4326000,MHVH001   ,KHO002    ,2380
4147,25278528,0,2/13/2020 4:30,2.83E+11,Sanchez,2/13/2020 8:30,Nhập kho trực tiếp,EYAB1T6D0NVOMWEYCAD3OOWC01V5T6CC2I01OWT2,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",13864000,MHVH002   ,KHO004    ,4224
4148,17441211,1,2/13/2020 4:45,2.40E+12,Short,2/13/2020 8:45,Nhập kho trực tiếp,HEF7K9KAH0JBBIP2XB0X0KUBIM4WCAFHA06AG4GRBUB5S1,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4532000,MHVH004   ,KHO007    ,5795
4149,38604989,0,2/13/2020 5:00,9.58E+12,Neal,2/13/2020 9:00,Nhập kho trực tiếp,ZAYQLS42XK4OX,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",12835000,MHVH001   ,KHO002    ,1911
4150,92444127,0,2/13/2020 5:15,5.13E+12,Whitney,2/13/2020 9:15,Nhập kho trực tiếp,NX6K10BBEMSV9M58OIHW4MDKUP5X9QBGIMNW4KQ0ENV,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",135000,MHVH002   ,KHO003    ,4547
4151,68357444,1,2/13/2020 5:30,2.59E+12,Knox,2/13/2020 9:30,Nhập kho trực tiếp,XPJIXPVL6111JMQCUE2OACDNY833SHHGQ,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1030000,MHVH005   ,KHO009    ,101
4152,31428049,0,2/13/2020 5:45,9.53E+12,Hayden,2/13/2020 9:45,Nhập kho trực tiếp,M45N0KVQ9HKMCIUD5ZL72KCWJOLRTPJKAI0M77EITK3W2CVL9,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2121000,MHVH001   ,KHO001    ,794
4153,7197839,1,2/13/2020 6:00,6.48E+12,Beltran,2/13/2020 10:00,Nhập kho trực tiếp,BIUJZ1R83BY3XJX0BUH76XL3DHHGU6,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",21590000,MHVH005   ,KHO008    ,5310
4154,31729254,1,2/13/2020 6:15,8.93E+12,Page,2/13/2020 10:15,Nhập kho trực tiếp,0IED1PRJYV,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",13912000,MHVH004   ,KHO006    ,7790
4155,79391232,0,2/13/2020 6:30,3.65E+11,Kaufman,2/13/2020 10:30,Nhập kho trực tiếp,32,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",2242000,MHVH003   ,KHO006    ,2540
4156,58547600,1,2/13/2020 6:45,5.91E+12,Brewer,2/13/2020 10:45,Nhập kho trực tiếp,QNJY111318DWR5HJAEXJYKI,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",11100000,MHVH003   ,KHO005    ,9347
4157,28205014,0,2/13/2020 7:00,9.39E+12,Pitts,2/13/2020 11:00,Nhập kho trực tiếp,WAJBIC7TJJNUYIS4RWH5Z4YM1FKJ6JL54D2RIQKO0J,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1708000,MHVH004   ,KHO006    ,7101
4158,30297655,1,2/13/2020 7:15,7.12E+12,Mata,2/13/2020 11:15,Nhập kho trực tiếp,7HMLRLSR13C6RCX93RNNZYHQKG1M1BS,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",2730000,MHVH005   ,KHO008    ,6569
4159,25964593,1,2/13/2020 7:30,9.20E+12,Fleming,2/13/2020 11:30,Nhập kho trực tiếp,GQQ4FTTYESK2R7AELGHXCWE90V0BJ5PPA7P1LTU9YP8,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1329000,MHVH003   ,KHO005    ,1789
4160,37421760,1,2/13/2020 7:45,9.23E+12,Davis,2/13/2020 11:45,Nhập kho trực tiếp,EEZD6M1KUVSJCH3JSHE82USJH8TSM7YNO6VLWN4W,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4312000,MHVH001   ,KHO002    ,8049
4161,84567895,1,2/13/2020 8:00,4.78E+12,Cardenas,2/13/2020 12:00,Nhập kho trực tiếp,4VFE6O4PAGGBZ5JMFVXT9YMW5U6MHM5CH4XZC5AJP2BQ,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",6904000,MHVH005   ,KHO008    ,7273
4162,25649545,1,2/13/2020 8:15,1.62E+12,Benitez,2/13/2020 12:15,Nhập kho trực tiếp,BP1BZHR73V68J9CIH7OB3TU8KA,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",730000,MHVH003   ,KHO005    ,9177
4163,86515588,0,2/13/2020 8:30,7.39E+11,Miles,2/13/2020 12:30,Nhập kho trực tiếp,LD46MVET54BI5D5E9QQTVY17VNFDIUSQO76T,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",14392000,MHVH001   ,KHO001    ,7656
4164,67428704,0,2/13/2020 8:45,6.40E+12,Walls,2/13/2020 12:45,Nhập kho trực tiếp,O,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",8859000,MHVH002   ,KHO003    ,9792
4165,64946756,1,2/13/2020 9:00,4.20E+12,Wallace,2/13/2020 13:00,Nhập kho trực tiếp,D4F6D6OJYXFLHUHEMCWBYG,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",218000,MHVH003   ,KHO006    ,1060
4166,56836346,1,2/13/2020 9:15,5.34E+12,Lynch,2/13/2020 13:15,Nhập kho trực tiếp,BBBKTY6CEL6DOGRN064HF28BW7SKG2DLW23V1MULRL00AGSXU,"233đường Trục, P.13, Q. BìnhThạnh",3447000,MHVH004   ,KHO007    ,5203
4167,39937754,0,2/13/2020 9:30,8.76E+10,Zamora,2/13/2020 13:30,Nhập kho trực tiếp,V4UZL920NM5MWC,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1023000,MHVH005   ,KHO008    ,7112
4168,70001873,1,2/13/2020 9:45,8.46E+11,Avery,2/13/2020 13:45,Nhập kho trực tiếp,LGMDWLEBJPU180FFVPQ68QXHUS1Y8F4OOSPZ6KX4,120 Phan Xích Long P3 Quận Bình Thạnh,7245000,MHVH005   ,KHO009    ,6282
4169,62844060,0,2/13/2020 10:00,3.92E+12,Ritter,2/13/2020 14:00,Nhập kho trực tiếp,SB9R7TZ87AX55YUJ4I4JG33K5C,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",25420000,MHVH001   ,KHO001    ,1854
4170,70013901,1,2/13/2020 10:15,3.23E+12,Durham,2/13/2020 14:15,Nhập kho trực tiếp,BF8ARMPGFNQMY1Q157JJTUG11TK1,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",336000,MHVH002   ,KHO004    ,5435
4171,68806279,1,2/13/2020 10:30,3.68E+12,Jimenez,2/13/2020 14:30,Nhập kho trực tiếp,7OLVDOSYZ5JFIFV,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",4706000,MHVH001   ,KHO001    ,637
