ID_DH,THOIGIANDAT,TRANGTHAI,THOIGIANGIAO,THOIGIANXN,DIACHIGIAOHANG,TONGCONG,ID_COUPONGIAMGIA,MA_HTGH,MA_HTTT,ID_KH,ID_NV,ID_PO
3129,2/2/2020 14:00,4,2/9/2020 14:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1635,HTGH002   ,HTTT003   ,5859,480,1669
3130,2/2/2020 14:15,4,2/9/2020 14:15,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1272,HTGH002   ,HTTT003   ,7972,54,3073
3131,2/2/2020 14:30,2,2/9/2020 14:30,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,733,HTGH001   ,HTTT001   ,424,40,2975
3132,2/2/2020 14:45,1,NULL,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,1358,HTGH001   ,HTTT002   ,1028,460,1548
3133,2/2/2020 15:00,2,2/9/2020 15:00,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,776,HTGH001   ,HTTT001   ,2911,384,4084
3134,2/2/2020 15:15,5,2/9/2020 15:15,2/10/2020 15:15,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,949,HTGH002   ,HTTT002   ,8160,400,3737
3135,2/2/2020 15:30,5,2/9/2020 15:30,2/10/2020 15:30,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,890,HTGH002   ,HTTT002   ,755,290,3496
3136,2/2/2020 15:45,5,2/9/2020 15:45,2/10/2020 15:45,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1366,HTGH003   ,HTTT004   ,2604,376,3987
3137,2/2/2020 16:00,1,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1553,HTGH003   ,HTTT004   ,5549,144,3060
3138,2/2/2020 16:15,2,2/9/2020 16:15,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1422,HTGH001   ,HTTT001   ,535,92,1998
3139,2/2/2020 16:30,5,2/9/2020 16:30,2/10/2020 16:30,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,665,HTGH002   ,HTTT004   ,6938,236,3266
3140,2/2/2020 16:45,6,NULL,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,532,HTGH002   ,HTTT003   ,9472,486,3502
3141,2/2/2020 17:00,1,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1973,HTGH001   ,HTTT001   ,2540,9,2270
3142,2/2/2020 17:15,2,2/9/2020 17:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1996,HTGH001   ,HTTT001   ,2946,93,144
3143,2/2/2020 17:30,4,2/9/2020 17:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1829,HTGH003   ,HTTT005   ,782,470,1862
3144,2/2/2020 17:45,5,2/9/2020 17:45,2/10/2020 17:45,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,81,HTGH001   ,HTTT001   ,2107,225,3667
3145,2/2/2020 18:00,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1594,HTGH003   ,HTTT004   ,5841,171,2523
3146,2/2/2020 18:15,3,2/9/2020 18:15,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,2180,HTGH003   ,HTTT004   ,7520,143,4015
3147,2/2/2020 18:30,2,2/9/2020 18:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,2132,HTGH003   ,HTTT004   ,1150,473,3651
3148,2/2/2020 18:45,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,279,HTGH003   ,HTTT005   ,2359,305,2275
3149,2/2/2020 19:00,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1592,HTGH001   ,HTTT001   ,1253,391,1576
3150,2/2/2020 19:15,4,2/9/2020 19:15,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,119,HTGH002   ,HTTT004   ,8812,445,3530
3151,2/2/2020 19:30,5,2/9/2020 19:30,2/10/2020 19:30,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,128,HTGH003   ,HTTT004   ,5350,246,3779
3152,2/2/2020 19:45,5,2/9/2020 19:45,2/10/2020 19:45,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,992,HTGH001   ,HTTT002   ,3453,493,3743
3153,2/2/2020 20:00,6,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
3154,2/2/2020 20:15,1,NULL,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,135,HTGH003   ,HTTT005   ,8288,257,3863
3155,2/2/2020 20:30,2,2/9/2020 20:30,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,565,HTGH001   ,HTTT001   ,3775,55,3092
3156,2/2/2020 20:45,4,2/9/2020 20:45,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,79,HTGH003   ,HTTT004   ,4294,348,2641
3157,2/2/2020 21:00,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1268,HTGH001   ,HTTT002   ,7225,498,4080
3158,2/2/2020 21:15,2,2/9/2020 21:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,474,HTGH002   ,HTTT003   ,262,447,3992
3159,2/2/2020 21:30,5,2/9/2020 21:30,2/10/2020 21:30,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,580,HTGH002   ,HTTT002   ,994,187,3246
3160,2/2/2020 21:45,6,NULL,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,2087,HTGH003   ,HTTT004   ,9051,246,4108
3161,2/2/2020 22:00,2,2/9/2020 22:00,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,697,HTGH001   ,HTTT001   ,6994,74,2809
3162,2/2/2020 22:15,4,2/9/2020 22:15,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1566,HTGH001   ,HTTT001   ,3862,207,4078
3163,2/2/2020 22:30,3,2/9/2020 22:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,2171,HTGH003   ,HTTT005   ,9971,478,2501
3164,2/2/2020 22:45,2,2/9/2020 22:45,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1109,HTGH001   ,HTTT002   ,5568,145,3754
3165,2/2/2020 23:00,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1211,HTGH002   ,HTTT003   ,5599,28,3281
3166,2/2/2020 23:15,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,579,HTGH003   ,HTTT004   ,9606,398,4003
3167,2/2/2020 23:30,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,922,HTGH001   ,HTTT002   ,8405,5,3468
3168,2/2/2020 23:45,4,2/9/2020 23:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,366,HTGH001   ,HTTT001   ,605,239,3187
3169,2/3/2020 0:00,6,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1667,HTGH001   ,HTTT001   ,7090,6,3641
3170,2/3/2020 0:15,4,2/10/2020 0:15,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,76,HTGH001   ,HTTT001   ,4044,74,2172
3171,2/3/2020 0:30,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,150,HTGH001   ,HTTT001   ,4870,271,3391
3172,2/3/2020 0:45,2,2/10/2020 0:45,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,2186,HTGH003   ,HTTT005   ,228,29,2852
3173,2/3/2020 1:00,2,2/10/2020 1:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,974,HTGH001   ,HTTT001   ,292,489,3630
3174,2/3/2020 1:15,6,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1043,HTGH002   ,HTTT003   ,3443,88,434
3175,2/3/2020 1:30,4,2/10/2020 1:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,937,HTGH001   ,HTTT002   ,2984,433,4079
3176,2/3/2020 1:45,5,2/10/2020 1:45,2/11/2020 1:45,"233đường Trục, P.13, Q. BìnhThạnh",0,1575,HTGH002   ,HTTT003   ,1923,377,3583
3177,2/3/2020 2:00,3,2/10/2020 2:00,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1689,HTGH002   ,HTTT003   ,7101,200,4044
3178,2/3/2020 2:15,1,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1457,HTGH002   ,HTTT003   ,6731,492,3501
3179,2/3/2020 2:30,3,2/10/2020 2:30,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1791,HTGH002   ,HTTT003   ,5837,103,3061
3180,2/3/2020 2:45,2,2/10/2020 2:45,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,227,HTGH001   ,HTTT002   ,5058,119,1446
3181,2/3/2020 3:00,6,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1161,HTGH002   ,HTTT002   ,9338,91,2315
3182,2/3/2020 3:15,2,2/10/2020 3:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1992,HTGH001   ,HTTT002   ,8366,100,4062
3183,2/3/2020 3:30,4,2/10/2020 3:30,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,684,HTGH003   ,HTTT005   ,246,295,3381
3184,2/3/2020 3:45,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,772,HTGH002   ,HTTT004   ,6768,235,3043
3185,2/3/2020 4:00,5,2/10/2020 4:00,2/11/2020 4:00,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,747,HTGH003   ,HTTT005   ,4653,24,3233
3186,2/3/2020 4:15,3,2/10/2020 4:15,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,715,HTGH001   ,HTTT001   ,5692,391,3896
3187,2/3/2020 4:30,1,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,652,HTGH002   ,HTTT003   ,5133,90,3843
3188,2/3/2020 4:45,1,NULL,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1801,HTGH003   ,HTTT005   ,173,482,1602
3189,2/3/2020 5:00,4,2/10/2020 5:00,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1890,HTGH003   ,HTTT005   ,4867,337,3543
3190,2/3/2020 5:15,2,2/10/2020 5:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1541,HTGH002   ,HTTT003   ,8101,333,3927
3191,2/3/2020 5:30,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1491,HTGH001   ,HTTT001   ,4264,206,4000
3192,2/3/2020 5:45,6,NULL,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,211,HTGH003   ,HTTT004   ,5939,469,3084
3193,2/3/2020 6:00,3,2/10/2020 6:00,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1503,HTGH002   ,HTTT003   ,9274,289,3790
3194,2/3/2020 6:15,6,NULL,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1339,HTGH002   ,HTTT004   ,9996,304,2195
3195,2/3/2020 6:30,5,2/10/2020 6:30,2/11/2020 6:30,"233đường Trục, P.13, Q. BìnhThạnh",0,274,HTGH001   ,HTTT001   ,6925,255,3297
3196,2/3/2020 6:45,4,2/10/2020 6:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,113,HTGH003   ,HTTT004   ,1258,306,2245
3197,2/3/2020 7:00,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,917,HTGH002   ,HTTT002   ,5715,204,3282
3198,2/3/2020 7:15,3,2/10/2020 7:15,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,710,HTGH002   ,HTTT003   ,1176,172,2643
3199,2/3/2020 7:30,4,2/10/2020 7:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,2012,HTGH003   ,HTTT005   ,4039,81,3349
3200,2/3/2020 7:45,6,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1712,HTGH003   ,HTTT005   ,356,201,2111
3201,2/3/2020 8:00,3,2/10/2020 8:00,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1113,HTGH003   ,HTTT005   ,478,265,3835
3202,2/3/2020 8:15,5,2/10/2020 8:15,2/11/2020 8:15,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1076,HTGH002   ,HTTT003   ,3047,34,2619
3203,2/3/2020 8:30,2,2/10/2020 8:30,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1337,HTGH003   ,HTTT005   ,8932,483,3940
3204,2/3/2020 8:45,3,2/10/2020 8:45,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1484,HTGH002   ,HTTT003   ,6507,169,3525
3205,2/3/2020 9:00,4,2/10/2020 9:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,35,HTGH002   ,HTTT003   ,6542,359,505
3206,2/3/2020 9:15,4,2/10/2020 9:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,784,HTGH002   ,HTTT004   ,7594,156,3764
3207,2/3/2020 9:30,4,2/10/2020 9:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
3208,2/3/2020 9:45,6,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,2152,HTGH003   ,HTTT005   ,4072,435,3477
3209,2/3/2020 10:00,4,2/10/2020 10:00,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1496,HTGH002   ,HTTT003   ,6551,301,3067
3210,2/3/2020 10:15,4,2/10/2020 10:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,610,HTGH003   ,HTTT005   ,5982,39,3574
3211,2/3/2020 10:30,1,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,2099,HTGH003   ,HTTT005   ,3096,292,3753
3212,2/3/2020 10:45,5,2/10/2020 10:45,2/11/2020 10:45,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1975,HTGH003   ,HTTT004   ,654,393,3892
3213,2/3/2020 11:00,6,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1928,HTGH002   ,HTTT003   ,3085,2,4039
3214,2/3/2020 11:15,3,2/10/2020 11:15,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,505,HTGH002   ,HTTT002   ,8421,15,380
3215,2/3/2020 11:30,1,NULL,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,434,HTGH003   ,HTTT004   ,4367,246,4116
3216,2/3/2020 11:45,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,330,HTGH003   ,HTTT004   ,4055,244,2622
3217,2/3/2020 12:00,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,120,HTGH003   ,HTTT005   ,2616,39,4165
3218,2/3/2020 12:15,2,2/10/2020 12:15,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,67,HTGH001   ,HTTT001   ,2728,332,3878
3219,2/3/2020 12:30,3,2/10/2020 12:30,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1098,HTGH002   ,HTTT003   ,8466,169,4160
3220,2/3/2020 12:45,4,2/10/2020 12:45,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,629,HTGH003   ,HTTT005   ,5445,248,3271
3221,2/3/2020 13:00,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1324,HTGH002   ,HTTT004   ,4052,412,2642
3222,2/3/2020 13:15,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1899,HTGH001   ,HTTT001   ,212,349,2472
3223,2/3/2020 13:30,1,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,375,HTGH002   ,HTTT003   ,9663,499,3504
3224,2/3/2020 13:45,4,2/10/2020 13:45,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,486,HTGH002   ,HTTT004   ,2075,222,3629
3225,2/3/2020 14:00,4,2/10/2020 14:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1304,HTGH002   ,HTTT003   ,6378,155,3829
3226,2/3/2020 14:15,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1495,HTGH001   ,HTTT001   ,2839,479,2745
3227,2/3/2020 14:30,5,2/10/2020 14:30,2/11/2020 14:30,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,NULL,NULL,NULL,NULL,NULL,NULL
3228,2/3/2020 14:45,2,2/10/2020 14:45,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1033,HTGH002   ,HTTT003   ,1506,238,3515
3229,2/3/2020 15:00,2,2/10/2020 15:00,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,52,HTGH001   ,HTTT002   ,4299,79,3716
3230,2/3/2020 15:15,6,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1189,HTGH001   ,HTTT001   ,4776,228,2055
3231,2/3/2020 15:30,5,2/10/2020 15:30,2/11/2020 15:30,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,189,HTGH001   ,HTTT002   ,6198,173,3902
3232,2/3/2020 15:45,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1358,HTGH002   ,HTTT003   ,7183,122,3763
3233,2/3/2020 16:00,4,2/10/2020 16:00,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1276,HTGH002   ,HTTT002   ,1381,164,2140
3234,2/3/2020 16:15,4,2/10/2020 16:15,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,345,HTGH002   ,HTTT003   ,2666,497,3564
3235,2/3/2020 16:30,5,2/10/2020 16:30,2/11/2020 16:30,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,368,HTGH002   ,HTTT002   ,3398,310,3854
3236,2/3/2020 16:45,1,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1545,HTGH002   ,HTTT003   ,3068,200,3058
3237,2/3/2020 17:00,6,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,2027,HTGH001   ,HTTT001   ,9716,228,4184
3238,2/3/2020 17:15,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1603,HTGH002   ,HTTT002   ,5261,91,4137
3239,2/3/2020 17:30,4,2/10/2020 17:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,421,HTGH002   ,HTTT003   ,422,302,2755
3240,2/3/2020 17:45,1,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,483,HTGH001   ,HTTT002   ,5634,119,2006
3241,2/3/2020 18:00,6,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,462,HTGH002   ,HTTT003   ,3753,282,2581
3242,2/3/2020 18:15,1,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1128,HTGH003   ,HTTT004   ,8353,355,3635
3243,2/3/2020 18:30,4,2/10/2020 18:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,28,HTGH001   ,HTTT001   ,7816,64,3963
3244,2/3/2020 18:45,6,NULL,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,192,HTGH003   ,HTTT004   ,2172,432,3388
3245,2/3/2020 19:00,1,NULL,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,853,HTGH001   ,HTTT002   ,8005,460,4089
3246,2/3/2020 19:15,2,2/10/2020 19:15,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,451,HTGH003   ,HTTT005   ,5279,295,3479
3247,2/3/2020 19:30,1,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1508,HTGH002   ,HTTT002   ,6557,400,4082
3248,2/3/2020 19:45,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1789,HTGH002   ,HTTT004   ,3742,236,2957
3249,2/3/2020 20:00,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1610,HTGH001   ,HTTT001   ,9733,332,3690
3250,2/3/2020 20:15,5,2/10/2020 20:15,2/11/2020 20:15,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1319,HTGH002   ,HTTT004   ,6170,95,2252
3251,2/3/2020 20:30,4,2/10/2020 20:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,367,HTGH001   ,HTTT001   ,1047,215,3096
3252,2/3/2020 20:45,4,2/10/2020 20:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,496,HTGH001   ,HTTT002   ,9944,364,1119
3253,2/3/2020 21:00,6,NULL,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,748,HTGH001   ,HTTT001   ,9250,114,4081
3254,2/3/2020 21:15,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1983,HTGH003   ,HTTT005   ,6008,197,983
3255,2/3/2020 21:30,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1550,HTGH003   ,HTTT004   ,5436,283,3805
3256,2/3/2020 21:45,4,2/10/2020 21:45,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,342,HTGH001   ,HTTT002   ,9439,41,3386
3257,2/3/2020 22:00,4,2/10/2020 22:00,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,2183,HTGH003   ,HTTT005   ,7264,483,4159
3258,2/3/2020 22:15,4,2/10/2020 22:15,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,2061,HTGH002   ,HTTT003   ,4136,169,4174
3259,2/3/2020 22:30,5,2/10/2020 22:30,2/11/2020 22:30,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,849,HTGH003   ,HTTT005   ,2552,272,4014
3260,2/3/2020 22:45,3,2/10/2020 22:45,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,291,HTGH002   ,HTTT003   ,577,366,3959
3261,2/3/2020 23:00,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1015,HTGH003   ,HTTT005   ,4927,292,3926
3262,2/3/2020 23:15,2,2/10/2020 23:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1577,HTGH002   ,HTTT003   ,4903,359,506
3263,2/3/2020 23:30,5,2/10/2020 23:30,2/11/2020 23:30,120 Phan Xích Long P3 Quận Bình Thạnh,0,2081,HTGH001   ,HTTT001   ,8688,418,3202
3264,2/3/2020 23:45,4,2/10/2020 23:45,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,446,HTGH002   ,HTTT003   ,2411,117,3255
3265,2/4/2020 0:00,5,2/11/2020 0:00,2/12/2020 0:00,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1075,HTGH002   ,HTTT004   ,8242,451,2203
3266,2/4/2020 0:15,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,2172,HTGH003   ,HTTT004   ,9888,109,3698
3267,2/4/2020 0:30,2,2/11/2020 0:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,51,HTGH002   ,HTTT003   ,5975,402,2935
3268,2/4/2020 0:45,2,2/11/2020 0:45,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1120,HTGH001   ,HTTT001   ,1954,75,3196
3269,2/4/2020 1:00,4,2/11/2020 1:00,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,407,HTGH003   ,HTTT004   ,5934,280,3170
3270,2/4/2020 1:15,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1244,HTGH003   ,HTTT005   ,4185,435,4085
3271,2/4/2020 1:30,1,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,664,HTGH001   ,HTTT001   ,2823,206,2260
3272,2/4/2020 1:45,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,533,HTGH001   ,HTTT001   ,2851,186,178
3273,2/4/2020 2:00,5,2/11/2020 2:00,2/12/2020 2:00,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1796,HTGH002   ,HTTT003   ,9437,34,4158
